                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4575,                 2.3974,                 1.1552,                0.50418,                 0.9403,                0.61185,                0.38055,                 1.2904,                 2.8379,                 1.1386,                0.00065,                0.00065,                0.00065
